student_secondary_edu,student_higher_edu,mother_secondary_edu,mother_higher_edu,father_secondary_edu,father_higher_edu,1st_5_enrolled,1st_6_enrolled,1st_7_enrolled,1st_gt_7_enrolled,2nd_5_enrolled,2nd_6_enrolled,2nd_7_enrolled,2nd_8_enrolled,2nd_gt_8_enrolled,app_phase,app_older23,app_inter,age_lt20,age_lt25_gt20,age_lt30_gt25,CU1sem_Eval1grp_678,CU1sem_Eval1grp_lt6,CU1sem_Eval1grp_gt8,CU1sem_approv1grp_5,CU1sem_approv1grp_lt5,CU1sem_approv1grp_gt5,cu1st_sem_without_eval_0,cu1st_sem_without_eval_1_2,cu2nd_sem_without_eval_0,cu2nd_sem_without_eval_1,cu2nd_sem_without_eval_2,CU2sem_Eval1grp_679,CU2sem_Eval1grp_8,CU2sem_Eval1grp_lt6,CU2sem_Eval1grp_gt9,CU2sem_approv1grp_5,CU2sem_approv1grp_0,CU2sem_approv1grp_1234,CU2sem_approv1grp_gt5,mother_occupation_grp0,mother_occupation_grp168,mother_occupation_grp2357,mother_occupation_grp4910,father_occupation_grp0,father_occupation_grp124,father_occupation_grp3568,father_occupation_grp7,father_occupation_grp910,Course_33,Course_171,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147_9670,Course_9238_8014,Course_9254,Course_9500,Course_9556,Course_9773,Course_9853,Course_9991,previous_qualification_grade,admission_grade,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,1st_sem_approved_all_enrolled,2nd_sem_approved_all_enrolled,single,daytime/evening_attendance,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,unemployment_rate,inflation_rate,gdp,cu1st_sem_without_eval_comb,cu2nd_sem_without_eval_comb,CU1sem_Eval1,CU1sem_approv1,CU2sem_Eval1,CU2sem_approv1,amode,mother_occupation,father_occupation,course,cu1sem_enroll,cu2sem_enroll,age,pquali,mquali,fquali,target_bin
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,130,10.75,10,0,0,0,0,1,0,1,1,0,9.4,-0.8,-3.12,0,0,2,0,2,1,3,3,4,9991,5,5,4,1,3,3,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143,137.8,13.49285714,12.68888889,0,1,1,1,0,0,1,1,0,12.4,0.5,1.79,0,0,2,1,2,2,1,2,1,9500,7,8,1,1,2,2,0
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135,122.1,12.5,11,0,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,2,0,2,1,2,2,1,9254,6,6,1,1,2,2,0
0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,120,0,0,0,0,1,1,1,0,0,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,2,2,4,9500,7,8,2,2,1,1,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148,133,13.28571429,14.8,1,1,1,1,0,0,1,1,0,12.4,0.5,1.79,0,0,2,5,1,5,1,3,3,9119,5,5,1,1,3,3,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,115.2,12.6,11.8,1,1,1,1,0,0,1,1,0,16.2,0.3,-0.92,0,3,1,5,1,5,1,2,2,9147,5,5,1,1,2,3,0
0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,160,14,14.66666667,1,1,1,1,1,0,1,1,0,12.4,0.5,1.79,0,0,1,1,2,2,2,2,4,9003,6,6,2,2,2,2,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140,106.3,11.5,10.5,0,0,1,1,0,1,0,1,0,7.6,2.6,0.32,0,0,1,0,8,1,3,0,0,9085,5,5,4,1,3,3,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,103,0,0,0,0,0,1,0,0,0,1,0,10.8,1.4,1.74,0,0,1,0,2,0,3,0,0,9670,6,6,4,3,3,1,1
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,136,11.83333333,12.875,1,1,1,1,1,1,0,0,1,10.8,1.4,1.74,0,0,1,1,8,2,1,3,4,9070,6,6,1,1,2,2,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,146.5,11.5,12.4,0,0,1,1,1,1,0,1,0,13.9,-0.3,0.79,0,0,2,5,8,5,4,3,4,9238,6,6,2,1,3,1,0
1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,131.4,14.16666667,12.33333333,1,1,1,1,0,0,1,1,0,11.1,0.6,2.02,0,0,1,1,8,2,4,3,1,9070,6,6,2,1,1,2,0
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,130,12.5,12.5,1,0,0,0,0,0,1,1,0,12.7,3.7,-1.7,0,0,0,0,2,1,2,2,1,9991,0,5,3,1,2,2,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,137,0,0,0,0,0,1,0,1,1,1,0,7.6,2.6,0.32,0,0,0,0,0,0,3,0,2,9119,5,5,4,1,3,3,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,125.9,0,11,0,0,1,1,0,0,1,1,0,10.8,1.4,1.74,0,0,1,0,8,1,3,3,1,9119,5,5,4,1,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,121,111.9,10.5,0,0,0,1,1,1,0,0,1,0,10.8,1.4,1.74,0,0,2,0,1,0,1,2,1,9254,6,6,2,1,1,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,131.2,11.83333333,13.16666667,1,1,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,1,1,2,2,4,3,2,9070,6,6,1,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140,131.2,0,0,0,0,1,1,0,0,1,1,1,7.6,2.6,0.32,0,0,2,0,2,0,1,3,1,9130,5,5,3,1,3,3,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,140,12.4,12.4,1,1,1,0,0,0,1,1,0,15.5,2.8,-4.06,0,0,0,5,0,5,3,2,3,9991,5,5,3,1,1,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130,121.5,10.5,0,0,0,1,1,0,0,0,1,0,10.8,1.4,1.74,0,0,0,0,2,0,3,2,4,9147,5,5,3,1,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,153.5,0,0,0,0,1,0,0,1,0,1,0,12.4,0.5,1.79,0,0,2,0,2,0,3,3,2,9991,5,5,4,1,3,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,142.2,14.58333333,14.33333333,1,1,1,1,1,0,1,1,1,8.9,1.4,3.51,0,0,2,1,1,2,1,3,2,171,1,1,2,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,131.1,11.66666667,12.66666667,1,0,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,1,1,1,1,1,0,0,9773,6,6,1,1,3,3,0
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,130.6,0,0,0,0,1,1,1,1,0,1,0,7.6,2.6,0.32,0,0,0,0,0,0,4,2,1,9670,5,5,2,1,3,2,1
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,115,13,0,0,0,1,1,1,0,1,1,1,11.1,0.6,2.02,0,0,2,0,1,0,1,3,1,9500,7,7,2,1,1,1,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,170,125,15.66,15.01111111,1,0,1,1,0,0,1,1,0,11.1,0.6,2.02,0,0,1,1,1,2,2,3,4,9500,7,1,2,1,1,1,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.1,97.5,0,0,0,0,1,0,1,0,1,1,0,7.6,2.6,0.32,1,0,2,0,1,0,3,0,0,8014,6,5,3,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,134.4,12.16666667,12.75,1,0,1,1,1,0,1,1,1,9.4,-0.8,-3.12,0,0,1,1,8,1,1,2,3,9773,6,6,2,1,3,3,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,118.8,13.3,13.3,0,0,1,1,0,0,1,1,0,7.6,2.6,0.32,0,0,1,1,2,2,1,3,4,9500,7,7,2,1,3,3,0
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133.1,110.5,0,0,0,0,1,1,0,0,1,1,0,11.1,0.6,2.02,0,1,2,0,1,0,3,2,3,9556,7,7,4,3,2,1,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143,123.3,0,0,0,0,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,0,0,0,0,1,3,1,9500,7,8,1,1,3,3,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,139.6,0,0,1,1,1,1,1,1,0,1,1,13.9,-0.3,0.79,0,0,0,0,0,0,1,2,2,171,0,0,1,1,2,3,1
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,157,138.8,13.55714286,13.55714286,0,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,1,1,8,2,4,3,4,9500,1,8,1,1,3,2,0
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160,160,14.33333333,14.63636364,0,1,0,1,0,1,1,1,0,12.4,0.5,1.79,0,0,2,5,1,2,2,3,4,9119,7,6,4,2,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,140,12,10.33333333,0,0,1,1,0,0,1,1,0,13.9,-0.3,0.79,0,0,2,0,1,1,3,3,1,9003,6,6,4,1,3,3,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128,118.2,0,0,0,0,1,1,0,0,1,0,0,8.9,1.4,3.51,0,0,0,0,0,0,4,3,4,9254,5,6,1,1,3,3,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,150.6,0,0,1,1,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,0,0,0,0,1,3,2,171,0,0,1,1,1,3,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.1,115.2,11.75,11.725,0,0,0,1,0,0,1,0,0,11.1,0.6,2.02,0,0,2,0,1,1,3,3,3,9500,7,7,4,1,3,3,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,126,12.18333333,12.18333333,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,1,3,2,9500,7,7,1,1,3,2,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,160,11.83333333,11,0,0,1,1,1,0,0,1,0,15.5,2.8,-4.06,0,0,2,1,1,1,2,3,3,9003,1,8,4,2,3,3,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160,160,0,0,0,0,0,1,0,1,0,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,2,2,0,9773,0,0,4,1,3,3,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,184.4,184.4,15,14.33333333,1,0,1,1,0,0,1,0,0,11.1,0.6,2.02,0,0,1,1,1,5,2,2,2,9085,6,6,1,1,2,3,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,156,0,0,1,1,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,0,0,0,0,1,3,2,171,0,0,1,1,1,1,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146,150.2,0,0,1,1,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,0,0,0,0,1,3,1,171,0,0,1,1,2,2,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139,126.3,13.435,13.435,1,1,1,1,1,0,1,0,1,9.4,-0.8,-3.12,0,0,1,1,8,2,1,2,3,9500,1,8,1,1,3,3,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,146.1,13.5,0,0,0,1,1,1,0,1,0,0,10.8,1.4,1.74,1,3,1,0,2,0,1,3,2,9130,5,5,1,1,2,2,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,145.3,0,0,1,1,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,0,0,0,0,1,3,2,171,0,0,1,1,2,2,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,116.8,11.5,12.17647059,1,1,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,2,1,1,2,4,3,2,171,1,1,2,1,1,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,132.1,10.5,11,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,2,0,2,1,1,2,4,9070,6,6,1,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,102.6,12,11.5,0,0,1,1,0,0,1,0,0,11.1,0.6,2.02,0,0,2,0,1,1,1,1,2,9085,6,6,2,1,3,3,0
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,112.3,12.2,11.5,0,0,1,1,1,1,0,0,0,11.1,0.6,2.02,0,0,1,5,1,1,1,2,1,9773,6,6,1,1,2,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,155.3,0,0,1,1,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,0,0,0,0,1,3,1,171,0,0,1,1,3,3,0
0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150,153.8,14.5,14,0,0,1,1,1,0,1,0,0,8.9,1.4,3.51,0,0,2,1,1,2,2,2,2,9085,1,1,2,2,2,1,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126,110,13.33333333,12.66666667,1,1,1,1,0,1,1,0,0,12.4,0.5,1.79,0,0,1,1,8,2,2,2,0,9773,6,6,2,1,1,3,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133.1,128.2,12,12.55555556,0,0,1,1,0,0,1,0,0,9.4,-0.8,-3.12,2,0,2,1,1,2,2,3,1,9085,1,1,2,1,1,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,127,120.4,15.125,14,1,1,1,1,1,0,1,0,0,13.9,-0.3,0.79,0,0,2,1,2,2,1,3,1,9130,6,6,1,1,1,1,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160,153,13.11666667,13.11666667,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,4,3,4,9500,7,7,1,1,3,1,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,117.9,12.83333333,11.66666667,1,1,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,1,1,2,2,1,2,4,9773,6,6,1,1,3,1,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,145.6,13.33333333,14.16666667,1,1,1,1,1,0,1,0,1,13.9,-0.3,0.79,0,0,1,1,2,2,2,3,2,9238,6,6,2,2,1,3,0
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117,119.8,13.87714286,15.6625,1,1,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,1,1,8,2,1,2,4,9500,7,8,1,1,2,3,0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,126.8,12.94428571,12.94428571,0,0,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,1,1,8,2,1,3,4,9500,1,8,1,1,3,1,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,106.1,12.33333333,11,0,0,1,1,1,0,1,0,0,15.5,2.8,-4.06,0,0,1,5,8,5,4,2,4,9853,6,6,1,1,2,3,0
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148,137.3,14.26666667,14.26666667,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,1,2,1,9500,7,7,1,1,2,2,0
